=== Contents of 7EGT_results.csv ===
Model,lDDT,lDDT level
7EGT_decoy1,0.8631,confident
7EGT_decoy2,0.8633,confident
7EGT_decoy3,0.8626,confident
7EGT_decoy4,0.8624,confident
7EGT_decoy5,0.8624,confident
7EGT_decoy6,0.8621,confident
7EGT_decoy7,0.8609,confident
7EGT_decoy8,0.8619,confident
7EGT_decoy9,0.8625,confident
7EGT_decoy10,0.8621,confident
7EGT_decoy11,0.862,confident
7EGT_decoy12,0.86,confident
7EGT_decoy13,0.8622,confident
7EGT_decoy14,0.8621,confident
7EGT_decoy15,0.8615,confident
7EGT_decoy16,0.8632,confident
7EGT_decoy17,0.8621,confident
7EGT_decoy18,0.8609,confident
7EGT_decoy19,0.8631,confident
7EGT_decoy20,0.861,confident
7EGT_decoy21,0.86,confident
7EGT_decoy22,0.8619,confident
7EGT_decoy23,0.8617,confident
7EGT_decoy24,0.8621,confident
7EGT_decoy25,0.8625,confident
7EGT_decoy26,0.8596,confident
7EGT_decoy27,0.8608,confident
7EGT_decoy28,0.8589,confident
7EGT_decoy29,0.8619,confident
7EGT_decoy30,0.8621,confident
7EGT_decoy31,0.8626,confident
7EGT_decoy32,0.8619,confident
7EGT_decoy33,0.8627,confident
7EGT_decoy34,0.8605,confident
7EGT_decoy35,0.8775,confident
7EGT_decoy36,0.8632,confident
7EGT_decoy37,0.861,confident
7EGT_decoy38,0.863,confident
7EGT_decoy39,0.8605,confident
7EGT_decoy40,0.8619,confident
7EGT_decoy41,0.8622,confident
7EGT_decoy42,0.8607,confident
7EGT_decoy43,0.86,confident
7EGT_decoy44,0.8578,confident
7EGT_decoy45,0.8635,confident
7EGT_decoy46,0.8628,confident
7EGT_decoy47,0.8584,confident
7EGT_decoy48,0.8633,confident
7EGT_decoy49,0.8628,confident
7EGT_decoy50,0.8615,confident
7EGT_decoy51,0.8617,confident
7EGT_decoy52,0.8607,confident
7EGT_decoy53,0.8477,confident
7EGT_decoy54,0.8627,confident
7EGT_decoy55,0.8601,confident
7EGT_decoy56,0.859,confident
7EGT_decoy57,0.8621,confident
7EGT_decoy58,0.8626,confident
7EGT_decoy59,0.8619,confident
7EGT_decoy60,0.8628,confident
7EGT_decoy61,0.8617,confident
7EGT_decoy62,0.8631,confident
7EGT_decoy63,0.8601,confident
7EGT_decoy64,0.8624,confident
7EGT_decoy65,0.8576,confident
7EGT_decoy66,0.8615,confident
7EGT_decoy67,0.8586,confident
7EGT_decoy68,0.8612,confident
7EGT_decoy69,0.861,confident
7EGT_decoy70,0.8575,confident
7EGT_decoy71,0.859,confident
7EGT_decoy72,0.859,confident
7EGT_decoy73,0.8627,confident
7EGT_decoy74,0.8625,confident
7EGT_decoy75,0.8637,confident
7EGT_decoy76,0.8585,confident
7EGT_decoy77,0.8622,confident
7EGT_decoy78,0.8597,confident
7EGT_decoy79,0.8577,confident
7EGT_decoy80,0.8623,confident
7EGT_decoy81,0.8618,confident
7EGT_decoy82,0.8616,confident
7EGT_decoy83,0.8631,confident
7EGT_decoy84,0.8621,confident
7EGT_decoy85,0.8623,confident
7EGT_decoy86,0.862,confident
7EGT_decoy87,0.8613,confident
7EGT_decoy88,0.8621,confident
7EGT_decoy89,0.8593,confident
7EGT_decoy90,0.8594,confident
7EGT_decoy91,0.8607,confident
7EGT_decoy92,0.8591,confident
7EGT_decoy93,0.8575,confident
7EGT_decoy94,0.8624,confident
7EGT_decoy95,0.8631,confident
7EGT_decoy96,0.8615,confident
7EGT_decoy97,0.8621,confident
7EGT_decoy98,0.8624,confident
7EGT_decoy99,0.8592,confident
7EGT_decoy100,0.8605,confident

=== Contents of 7EWF_results.csv ===
Model,lDDT,lDDT level
7EWF_decoy1,0.7667,confident
7EWF_decoy2,0.7605,confident
7EWF_decoy3,0.7574,confident
7EWF_decoy4,0.7719,confident
7EWF_decoy5,0.7511,confident
7EWF_decoy6,0.7573,confident
7EWF_decoy7,0.7502,confident
7EWF_decoy8,0.7556,confident
7EWF_decoy9,0.7691,confident
7EWF_decoy10,0.7771,confident
7EWF_decoy11,0.769,confident
7EWF_decoy12,0.7635,confident
7EWF_decoy13,0.7544,confident
7EWF_decoy14,0.7526,confident
7EWF_decoy15,0.7653,confident
7EWF_decoy16,0.7572,confident
7EWF_decoy17,0.7635,confident
7EWF_decoy18,0.7581,confident
7EWF_decoy19,0.7722,confident
7EWF_decoy20,0.7657,confident
7EWF_decoy21,0.7621,confident
7EWF_decoy22,0.7571,confident
7EWF_decoy23,0.7634,confident
7EWF_decoy24,0.7641,confident
7EWF_decoy25,0.7556,confident
7EWF_decoy26,0.7567,confident
7EWF_decoy27,0.7624,confident
7EWF_decoy28,0.7569,confident
7EWF_decoy29,0.7655,confident
7EWF_decoy30,0.7567,confident
7EWF_decoy31,0.7472,confident
7EWF_decoy32,0.7505,confident
7EWF_decoy33,0.7635,confident
7EWF_decoy34,0.7659,confident
